Cell Aspect Ratio,Cell Quality,Cell Warpage Quality,Face Validity,Least Squares Quality,pro-STAR Cell Id,Skewness Angle,Volume Change,Volume (m^3),Laplacian Quality,Maximum Cell Neighbour Reconstruction Sensitivity,Maximum Cell Reconstruction Sensitivity,quality,['Boundary Sliver Cell Indicator']_0,['Boundary Sliver Cell Indicator']_1,['Unmatched Edge Count']_0,['Zero Face Area Indicator']_0,['Zero Face Area Indicator']_1,['Element Type']_10,['Element Type']_12,['Element Type']_13,['Element Type']_14,['Element Type']_42,['Prism Layer Cells']_0,['Prism Layer Cells']_1
0.8500118397825229,0.348596152939187,1.0,1.0,0.230721271978502,-36735248,68.3391931710939,0.3771243767242921,1.0494420081619804e-09,0.8798693446992459,-0.34395515457166803,1.2754779927098705,0,1,0,1,1,0,0,0,0,0,1,0,1
0.706620099373034,0.33450220070493,1.0,1.0,0.23664058711545105,-36735247,64.6766269634047,0.634477308091873,7.307443057786279e-09,0.9031153162751469,-0.485526891098093,1.41353341028365,0,1,0,1,1,0,0,0,0,0,1,0,1
0.72127666382704,0.475515669773932,1.0,1.0,0.527631967925132,-36735246,36.1312056706039,0.434248394118596,1.16384703273432e-08,0.9211232571077208,-0.29350349163127004,1.16651564012127,0,1,0,1,1,0,0,0,0,0,1,0,1
0.830159433101383,0.3802670309759051,1.0,1.0,0.25706061297079896,-36735245,58.135384789031896,0.664551974182374,1.0329131245064e-08,0.889600802648753,-0.333327807995375,1.23979016889172,0,1,0,1,1,0,0,0,0,0,1,0,1
0.827082751286468,0.4630272278370421,1.0,1.0,0.61785919358072,-36735244,40.4033042375655,0.419073242041749,1.51890628387093e-08,0.932054665114644,-0.31698996706209304,1.23548994343801,0,1,0,1,1,0,0,0,0,0,1,0,1
0.5937819104136899,0.5741003341281179,1.0,1.0,0.375082668846521,-36735243,26.941457314631,0.28757676697285195,1.6788149025837698e-09,0.958538305942053,0.476518706708705,1.25284215873161,0,1,0,1,1,0,0,0,0,0,1,0,1
0.61806164155559,0.782506075610722,1.0,1.0,0.338278474836749,-36735242,17.6497030064007,0.292700843237864,2.19333899502352e-09,0.944042876866867,0.486937015927271,1.27630467173692,0,1,0,1,1,0,0,0,0,0,1,0,1
0.635324775849089,0.585091006496756,1.0,1.0,0.366074944305985,-36735241,22.604622436005894,0.28665632511917305,1.40811024996561e-09,0.950829836003218,-0.492381775379409,1.27058328479569,0,1,0,1,1,0,0,0,0,0,1,0,1
0.582884624859834,0.260859338943,1.0,1.0,0.277185306657958,-36735240,49.6454942188001,0.312906501280148,3.956236692361819e-09,0.906477067923407,-0.4914821378716,1.4601048790194198,0,1,0,1,1,0,0,0,0,0,1,0,1
0.497047409842178,0.5637265261432121,1.0,1.0,0.32566511043269103,-36735239,14.049027768516801,0.5949296232057819,1.08829021184706e-08,0.965213066242864,0.4899560271253261,1.28478164920119,0,1,0,1,1,0,0,0,0,0,1,0,1
0.505146146990912,0.5922400801728729,1.0,1.0,0.326027355887274,-36735238,15.021771429275804,0.677255453289365,1.18411216683499e-08,0.975223868117766,0.4965973925590021,1.29506209802309,0,1,0,1,1,0,0,0,0,0,1,0,1
0.5135209009449699,0.595741047638849,1.0,1.0,0.318142771478414,-36735237,14.223382683257404,0.678351254703207,1.1278405817814399e-08,0.975187108678088,0.497747176077168,1.29707176374307,0,1,0,1,1,0,0,0,0,0,1,0,1
0.5598879826730939,0.652547923851683,1.0,1.0,0.24951095430267106,-36735236,35.2203196169567,0.347779123067773,4.9498416412931304e-09,0.9154672511787352,-0.486602328508555,1.26449243067298,0,1,0,1,1,0,0,0,0,0,1,0,1
0.632466433437907,0.3671298603802299,1.0,1.0,0.26774095176886104,-36735235,55.683655611105614,0.48193833689555,3.684013436027879e-09,0.9018770992719428,0.522456315943089,1.4105112790324,0,1,0,1,1,0,0,0,0,0,1,0,1
0.388835047371274,0.34391479543841497,1.0,1.0,0.22808856331501606,-36735234,30.5609137348319,0.7153084257922441,1.26303575706641e-08,0.926261446566,0.4481606647726311,1.38034032659231,0,1,0,1,1,0,0,0,0,0,1,0,1
0.6108636843142861,0.378979153624803,1.0,1.0,0.252665593317345,-36735233,42.3513998977719,0.269502767772555,2.7799020491777507e-09,0.901102868403446,-0.476868646693032,1.31072383482426,0,1,0,1,1,0,0,0,0,0,1,0,1
0.626657875301153,0.827110176539074,1.0,1.0,0.36226541073156093,-36735232,22.976065404801002,0.490919186952089,6.2004848695045706e-09,0.965160317088649,0.49427773676599,1.29617736104378,0,1,0,1,1,0,0,0,0,0,1,0,1
0.63435980198835,0.827007632447039,1.0,1.0,0.391244837097359,-36735231,14.223382683257404,0.488636509385706,6.971899631535789e-09,0.967195355100545,-0.5007392561422129,1.3069936655052,0,1,0,1,1,0,0,0,0,0,1,0,1
0.42340001989355297,0.377544705796642,1.0,1.0,0.263342627328701,-36735230,21.6336219709168,0.6933443973167179,1.4232716436887802e-08,0.9538088627630552,0.479732934701636,1.2591667978116,0,1,0,1,1,0,0,0,0,0,1,0,1
0.454270713394688,0.495744681372338,1.0,1.0,0.219655412936952,-36735229,39.8234649347593,0.535752883889606,7.64415933324332e-09,0.914877106842036,-0.470965981264474,1.30670171118283,0,1,0,1,1,0,0,0,0,0,1,0,1
0.5949511864720229,0.323520781539328,1.0,1.0,0.25350954088630395,-36735228,55.169670010198494,0.43274635120253,3.30798205947181e-09,0.9041645887307672,-0.484153159877023,1.4300448008486,0,1,0,1,1,0,0,0,0,0,1,0,1
0.58237083548545,0.349876762356356,1.0,1.0,0.30999651010892604,-36735227,34.5862238636671,0.3861926253967221,1.6267589081263401e-09,0.922513650721016,-0.4502661437985821,1.21396715847392,0,1,0,1,1,0,0,0,0,0,1,0,1
0.632538365034077,0.658664848630306,1.0,1.0,0.283086844487188,-36735226,27.249481879509506,0.244187704059899,2.92136122596953e-09,0.913415805420807,-0.482983079764035,1.2760919432069902,0,1,0,1,1,0,0,0,0,0,1,0,1
0.537444405789886,0.611328750108114,1.0,1.0,0.313363457525205,-36735225,24.9940038518993,0.671857633190393,1.0094642463517299e-08,0.962456215630958,-0.497300050817553,1.3057731121103602,0,1,0,1,1,0,0,0,0,0,1,0,1
0.418526626375094,0.37408295915161,1.0,1.0,0.27137197797145696,-36735224,19.420916928365603,0.6870832036943578,1.4268069408691102e-08,0.96066255569187,0.4787674025302981,1.26291917312984,0,1,0,1,1,0,0,0,0,0,1,0,1
0.489301739446622,0.476066684526512,1.0,1.0,0.257544570350142,-36735223,31.5265209959523,0.35209328948193297,4.21229925469248e-09,0.92385631802281,0.44628584567083,1.48954428672816,0,1,0,1,1,0,0,0,0,0,1,0,1
0.522144405316906,0.25411572880913896,1.0,1.0,0.390480582729538,-36735222,41.8562260086654,0.380770979498206,1.24981386566116e-09,0.9207420641541592,-0.458398905457629,1.4133800500352498,0,1,0,1,1,0,0,0,0,0,1,0,1
0.5622243801622329,0.27836995768149103,1.0,1.0,0.313229792203527,-36735221,43.4625054964929,0.393613049812596,1.0544684429063198e-09,0.913687183091612,-0.469489247099826,1.44760607732895,0,1,0,1,1,0,0,0,0,0,1,0,1
0.525594046370273,0.576073762285788,1.0,1.0,0.322607369225755,-36735220,9.94942418921498,0.676001034937087,1.02619136462346e-08,0.975907050169313,-0.501091887413868,1.30249931883777,0,1,0,1,1,0,0,0,0,0,1,0,1
